episode,reward,evacuated,died,avg_steps,avg_hp,epsilon,loss,duration,lr,evac_min,evac_max
1,-17459.656547546387,124,356,26.596773147583008,52.21773910522461,,0.8566826709679195,2.6515421867370605,0.0003,8,16
2,-11502.309915542603,81,399,18.88888931274414,92.59259033203125,,0.4725555625923893,1.9734833240509033,0.0002899679793470544,1,13
3,6940.430995941162,259,221,15.957529067993164,96.23551940917969,,0.5654094089118261,2.525036096572876,0.0002802714301553792,16,36
4,19069.147438049316,319,161,14.962382316589355,91.06582641601562,,0.6016106004597711,2.425010919570923,0.00027089913423621466,27,37
5,22491.02944946289,280,200,15.975000381469727,93.75,,0.690681334774373,2.2247281074523926,0.00026184024853780535,21,37
6,37953.743507385254,330,150,11.339393615722656,96.28787231445312,,0.8468706637132363,2.021461009979248,0.00025308429260079314,27,37
7,41184.398178100586,351,129,14.743589401245117,91.52421569824219,,1.122161259574275,2.1784114837646484,0.0002446211364331022,29,42
8,45241.831047058105,400,80,14.694999694824219,94.375,,1.2614326093878065,1.9230120182037354,0.0002364409887902892,31,44
9,44858.35916900635,379,101,13.627968788146973,94.32717895507812,,1.4592152258097115,1.9944381713867188,0.00022853438584779901,28,44
10,48908.845359802246,393,87,14.954198837280273,94.46565246582031,,1.6984809313790272,2.6785268783569336,0.00022089218025202117,30,44
11,49554.855407714844,401,79,13.760599136352539,94.825439453125,,2.0042880083385266,2.588520050048828,0.00021350553053747965,33,45
12,48005.293853759766,387,93,12.447029113769531,96.18863677978516,,2.302917242050171,2.652552843093872,0.00020636589089791265,31,44
13,55957.284439086914,398,82,13.8643217086792,95.03768920898438,,2.4723150503067743,2.3609747886657715,0.00019946500129940805,29,46
14,48593.07092285156,394,86,13.228425979614258,95.43147277832031,,3.0416812981878008,2.0564522743225098,0.00019279487792415645,29,46
15,53813.63310241699,421,59,14.085511207580566,94.2992935180664,,3.2306262830208086,2.0112719535827637,0.00018634780393376557,34,47
16,61018.1148147583,409,71,13.056235313415527,96.21027374267578,,3.7688820472130407,2.1780378818511963,0.00018011632054145026,32,47
17,48756.47738647461,403,77,13.022332191467285,95.6575698852539,,4.334355770457875,1.862983226776123,0.00017409321838276893,32,45
18,49672.01136016846,409,71,14.097800254821777,93.52079010009766,,4.95882494534765,1.9499142169952393,0.00016827152917492326,32,46
19,52737.81651306152,402,78,13.699005126953125,94.96268463134766,,5.25729784418325,2.178356409072876,0.00016264451765497136,32,46
20,51463.44876098633,404,76,15.462870597839355,92.38861083984375,,5.216262821291314,2.067898750305176,0.00015720567378762787,31,48
21,53185.89611816406,414,66,15.053139686584473,92.75362396240234,,5.342406772798108,2.345672130584717,0.00015194870523363552,36,47
22,47333.039978027344,401,79,14.194514274597168,95.63591003417969,,5.1504115195109925,2.8171370029449463,0.00014686753006999494,29,47
23,47057.51626586914,414,66,15.615942001342773,91.84782409667969,,5.335192064805464,1.963914394378662,0.00014195626975363061,30,46
24,46882.24726867676,378,102,14.828042030334473,93.91534423828125,,5.752102468834549,2.0757274627685547,0.00013720924232035216,31,47
25,47685.145835876465,385,95,14.722077369689941,92.92207336425781,,5.5351477760379595,1.9761638641357422,0.00013262095581124286,22,46
26,48411.73067474365,411,69,15.715328216552734,90.93673706054688,,5.678035995416474,1.8845434188842773,0.00012818610191887028,27,47
27,45752.5934753418,399,81,17.824562072753906,89.34837341308594,,5.809879698995816,1.9909107685089111,0.00012389954984596798,29,48
28,47051.74217224121,393,87,15.590331077575684,92.49363708496094,,5.599184327206369,2.147505044937134,0.00011975634036948327,33,47
29,41754.79756164551,374,106,16.82085609436035,83.0882339477539,,5.823074316574355,2.4740254878997803,0.00011575168010312381,31,46
30,45307.805755615234,387,93,15.689923286437988,84.88372039794922,,6.378765161832174,2.2364747524261475,0.00011188093595176484,31,43
31,44282.6901550293,396,84,17.553030014038086,85.16413879394531,,5.914259632428487,2.1582555770874023,0.00010813962975130155,29,47
32,38874.05351257324,384,96,16.6875,84.63542175292969,,6.455674886703491,2.347123861312866,0.00010452343308774506,31,47
33,47551.41683959961,401,79,17.12468910217285,88.46633911132812,,6.255686849844261,2.020700693130493,0.00010102816228956827,32,47
34,48888.01287841797,398,82,14.374371528625488,92.21105194091797,,6.00702056090037,2.019364595413208,9.764977358750798e-05,31,46
35,50787.889808654785,393,87,15.025444984436035,89.50381469726562,,5.828619257096322,2.0507421493530273,9.43843584362235e-05,31,48
36,31587.67116546631,367,113,15.547683715820312,85.62670135498047,,6.026472844575581,1.9474146366119385,9.122813899239946e-05,26,44
37,43233.288566589355,377,103,15.907161712646484,88.79309844970703,,6.016571114140172,2.057074785232544,8.817746374406098e-05,29,44
38,43440.69926452637,387,93,15.041343688964844,94.25064849853516,,6.133179706439638,2.0940775871276855,8.522880328604504e-05,26,46
39,44079.22756958008,374,106,15.371658325195312,89.43850708007812,,6.121092174012782,1.9623985290527344,8.237874623674024e-05,28,45
40,47931.19902801514,379,101,16.43271827697754,91.75462341308594,,6.0893141526442305,2.201244831085205,7.96239952913711e-05,25,48
41,40599.82067871094,361,119,14.204985618591309,95.77561950683594,,6.228193952326189,1.908618688583374,7.696136340726084e-05,28,46
42,39979.672019958496,340,140,16.441177368164062,88.52941131591797,,6.261176955315374,2.049905300140381,7.43877701166592e-05,27,44
43,46026.10729980469,360,120,14.458333969116211,94.72222137451172,,5.921905540650891,2.134448766708374,7.190023796286954e-05,25,43
44,45336.13009643555,375,105,16.362667083740234,91.79999542236328,,5.593541729834772,2.0756330490112305,6.949588905555217e-05,27,47
45,44214.52705383301,370,110,15.048648834228516,95.54054260253906,,5.728752736387582,1.9950051307678223,6.717194174121845e-05,28,48
