episode,reward,evacuated,died,avg_steps,avg_hp,epsilon,loss,duration,lr,evac_min,evac_max
1,-2287.5597774982452,307,173,35.36481857299805,30.6188907623291,,1.4655609194721495,23.06931972503662,0.0003,25,35
2,-7355.737467765808,165,315,39.52727127075195,17.42424201965332,,0.2925263442954079,11.55327296257019,0.0002802714301553792,2,33
3,33736.63689804077,327,153,22.749237060546875,93.50153350830078,,0.2750768977584261,11.703495264053345,0.00026184024853780535,19,40
4,46519.97469329834,377,103,16.95755958557129,94.96021270751953,,0.46525130115571567,11.40137004852295,0.00024462113643310216,26,45
5,54818.25114440918,367,113,13.841961860656738,96.86648559570312,,0.4578014000583051,11.359349012374878,0.00022853438584779896,30,42
6,52996.921936035156,418,62,14.770334243774414,94.31817626953125,,0.6873864649698652,9.131904125213623,0.00021350553053747957,36,46
7,42102.90894317627,372,108,19.475807189941406,86.15591430664062,,0.786524586013106,10.66757082939148,0.00019946500129940797,29,43
8,49182.5217666626,399,81,16.719297409057617,85.839599609375,,0.9422049414916117,9.7530198097229,0.0001863478039337655,34,45
9,50130.75995635986,418,62,17.373205184936523,90.07176971435547,,1.3015338667368486,9.88023066520691,0.00017409321838276885,34,47
10,55462.83067321777,419,61,15.219571113586426,91.64678192138672,,1.640421971923015,10.225733518600464,0.00016264451765497128,35,46
11,62177.37321472168,430,50,13.818604469299316,95.29069519042969,,1.9401877191331651,9.144749164581299,0.00015194870523363544,36,46
12,52910.99600982666,431,49,14.336426734924316,92.16937255859375,,2.698963991233281,9.336311340332031,0.00014195626975363053,40,46
13,55475.007804870605,426,54,13.77464771270752,94.07276916503906,,3.0197719808282524,9.336074590682983,0.00013262095581124278,37,46
14,62857.096336364746,432,48,13.486111640930176,95.42823791503906,,3.9546016473618764,10.366068124771118,0.00012389954984596787,39,45
15,57420.68743133545,429,51,13.624709129333496,95.16316986083984,,4.1327261520644365,9.441874980926514,0.0001157516801031237,39,46
16,51192.30416870117,424,56,13.353774070739746,94.98821258544922,,4.81000237553208,8.337980508804321,0.00010813962975130146,37,46
17,57091.4647064209,424,56,13.25,94.98821258544922,,5.65945955454293,9.819883823394775,0.00010102816228956819,35,46
18,61478.48223114014,431,49,14.419953346252441,92.4013900756836,,6.520990106794569,10.214470624923706,9.438435843622342e-05,34,46
19,60596.58125305176,428,52,14.584111213684082,93.39952850341797,,8.086548668997628,11.133799314498901,8.81774637440609e-05,37,46
20,59570.91501617432,430,50,13.832557678222656,93.83721160888672,,8.59395733817679,9.777109146118164,8.237874623674016e-05,34,46
21,63241.02123260498,442,38,14.585973739624023,92.3642578125,,9.570856677161323,9.904735803604126,7.696136340726076e-05,37,47
22,68182.80348968506,439,41,15.120729446411133,92.48291778564453,,10.670128219267902,10.826762437820435,7.190023796286947e-05,37,48
23,56319.5537109375,432,48,13.88888931274414,95.3125,,11.533907068186792,9.365372896194458,6.71719417412184e-05,36,46
24,60330.13414764404,429,51,14.832168579101562,92.01631927490234,,12.872128675854395,10.342597961425781,6.275458726041699e-05,36,47
25,67445.14797973633,450,30,16.057777404785156,89.94445037841797,,14.019650658564782,11.050431728363037,5.8627726400958704e-05,39,48
26,64631.05365753174,448,32,15.883929252624512,90.23438262939453,,15.10925310575045,10.07692813873291,5.47722557505166e-05,37,48
27,48536.262351989746,433,47,14.371824264526367,94.3995361328125,,16.51511914913471,8.832596063613892,5.117032817344494e-05,30,47
28,64759.73783111572,456,24,15.390351295471191,93.20175170898438,,17.36137797340514,9.967647314071655,4.780527019563836e-05,40,48
29,56420.626052856445,442,38,14.929864883422852,93.89140319824219,,19.054243021997912,9.675732612609863,4.4661504822319626e-05,38,48
30,54875.87725830078,450,30,15.157777786254883,92.83333587646484,,20.003700528826034,9.482519626617432,4.172447943147629e-05,41,48
31,55622.98117828369,445,35,15.991011619567871,91.7415771484375,,20.524702039258234,9.448978900909424,3.8980598409161886e-05,37,48
32,61316.01934051514,446,34,16.233184814453125,90.19058990478516,,22.548872675214493,10.212573051452637,3.641716021482767e-05,38,48
33,55621.389419555664,442,38,14.748868942260742,94.68326568603516,,22.701343201754387,9.369839906692505,3.402229858535777e-05,35,48
34,62216.34079742432,446,34,15.831839561462402,91.92825317382812,,22.47625234391954,9.646045684814453,3.178492760563852e-05,38,48
35,52225.68372344971,436,44,15.651375770568848,93.74999237060547,,24.143616948808944,9.583763360977173,2.9694690391391673e-05,31,48
36,56351.2532043457,446,34,16.168161392211914,91.42377471923828,,24.017791004504186,9.48568844795227,2.7741911146721807e-05,41,47
37,58776.04232788086,424,56,15.573113441467285,93.33726501464844,,24.995095056200785,9.980979442596436,2.591755037445059e-05,32,48
38,57038.616455078125,438,42,15.821917533874512,92.12328338623047,,25.395740477244058,9.67232346534729,2.4213163031904505e-05,34,48
39,56498.72836303711,431,49,16.329465866088867,91.53131866455078,,26.803442188950836,10.47778582572937,2.2620859438457447e-05,34,48
40,59897.52834320068,438,42,16.426939010620117,90.69634246826172,,28.819433454483274,10.731126308441162,2.1133268753867592e-05,36,48
41,59822.816986083984,449,31,16.797327041625977,89.47661590576172,,30.24194425152194,10.57768964767456,1.97435048583482e-05,39,48
42,47932.34606933594,432,48,15.590277671813965,91.89814758300781,,31.70013499709795,8.996576309204102,1.8445134476429758e-05,32,47
43,60789.19876098633,444,36,15.662162780761719,91.27252197265625,,31.04472735620314,10.32286810874939,1.7232147397057535e-05,39,48
44,61301.90550994873,449,31,15.973274230957031,91.03563690185547,,32.169569723067745,9.28973913192749,1.6098928652072037e-05,36,48
