episode,reward,evacuated,died,avg_steps,avg_hp,epsilon,loss,duration,lr,evac_min,evac_max
1,-18941.975600242615,63,417,9.571429252624512,93.25397491455078,0.9506047936562823,0.32737153138626707,15.12940001487732,0.0003,2,13
2,-6487.5226764678955,88,392,14.556818962097168,80.3977279663086,0.9036494737223028,0.08189539055932651,9.121482133865356,0.0002802714301553792,4,16
3,-2151.286724090576,122,358,18.245901107788086,63.7295036315918,0.856643255581657,0.12431264797161365,10.212509155273438,0.00026184024853780535,6,19
4,8008.10623550415,233,247,25.978540420532227,39.914161682128906,0.8143291852092462,0.22011826675046575,9.185092687606812,0.00024462113643310216,18,31
5,11594.898887634277,238,242,24.441177368164062,47.68907928466797,0.7698391619294371,0.3450993082073868,9.957627058029175,0.00022853438584779896,19,29
6,8152.018303871155,268,212,28.029850006103516,49.16044616699219,0.7297935152144506,0.4843519998007807,10.066367387771606,0.00021350553053747957,22,31
7,6858.135457992554,203,277,18.197044372558594,69.5812759399414,0.6899220098440494,0.644925981760025,9.84591031074524,0.00019946500129940797,16,27
8,10291.616760253906,236,244,21.20339012145996,67.26695251464844,0.6546361740672768,0.7702876449676982,10.355522632598877,0.0001863478039337655,16,33
9,12517.539154052734,223,257,18.179372787475586,73.8789291381836,0.6234476611050079,0.8405887023457941,9.5256929397583,0.00017409321838276885,17,29
10,16174.118064880371,262,218,21.148855209350586,66.1259536743164,0.5893862502405829,0.9452048862566713,10.061581373214722,0.00016264451765497128,18,38
11,21810.815200805664,273,207,20.53479766845703,70.78754425048828,0.5571857489319315,1.06372753029964,10.957934856414795,0.00015194870523363544,19,32
12,18373.51417541504,227,253,16.21145248413086,82.15858459472656,0.5272298614228246,1.1307792410254478,11.207952499389648,0.00014195626975363053,16,32
13,19960.328033447266,273,207,19.842491149902344,74.81684875488281,0.500264862421008,1.1468854264209145,10.128635168075562,0.00013262095581124278,21,36
14,26618.397720336914,285,195,20.392982482910156,77.10526275634766,0.4703270964407798,1.340950322684957,12.152777433395386,0.00012389954984596787,19,38
15,24006.178520202637,290,190,17.458620071411133,79.9137954711914,0.44586152794807254,1.2894281685866158,11.050883054733276,0.0001157516801031237,23,37
16,31521.919403076172,364,116,21.739011764526367,65.86538696289062,0.42227950130605824,1.4614576060893172,11.031291723251343,0.00010813962975130146,27,45
17,28216.782272338867,304,176,17.404605865478516,80.18092346191406,0.4003132821780257,1.5836753824661518,10.832690954208374,0.00010102816228956819,23,42
18,34987.75458526611,361,119,20.252077102661133,72.22991180419922,0.37914034418330855,1.7055923201270022,11.318138360977173,9.438435843622342e-05,30,43
19,33674.696517944336,357,123,20.176471710205078,73.66947174072266,0.35941814631471686,1.7249173234248985,10.847680568695068,8.81774637440609e-05,28,43
20,35927.865577697754,348,132,17.629310607910156,80.67528533935547,0.3407218616593594,1.8191170548570568,10.859153985977173,8.237874623674016e-05,25,46
